epoch,time_of_day,class_name,precision,recall,f1,ap50,ap50_95
25,day,car,0.8008,0.7306,0.7641,0.7881,0.5174
25,day,motor,0.6562,0.3934,0.4919,0.4207,0.2013
25,day,person,0.6788,0.585,0.6284,0.6173,0.3196
25,day,rider,0.7457,0.3731,0.4973,0.4424,0.2374
25,day,traffic light,0.718,0.577,0.6398,0.6298,0.2661
25,day,traffic sign,0.7017,0.5684,0.628,0.6152,0.333
25,day,truck,0.6281,0.5449,0.5836,0.5596,0.4082
25,night,bike,0.569,0.4762,0.5185,0.458,0.2441
25,night,bus,0.6009,0.4753,0.5308,0.4841,0.3825
25,night,car,0.7575,0.69,0.7222,0.7496,0.4329
25,night,motor,0.6252,0.3462,0.4456,0.3931,0.1827
25,night,person,0.6958,0.5059,0.5859,0.5697,0.2781
25,night,rider,0.6295,0.3803,0.4741,0.4421,0.2337
25,night,traffic light,0.6845,0.5316,0.5984,0.5654,0.1927
25,night,traffic sign,0.7397,0.6086,0.6678,0.6817,0.3652
25,night,truck,0.6691,0.4798,0.5588,0.5079,0.3726
26,day,bike,0.6347,0.3772,0.4732,0.4575,0.2346
26,day,bus,0.6827,0.5031,0.5793,0.538,0.4219
26,day,car,0.8231,0.721,0.7687,0.7895,0.5171
26,day,motor,0.6702,0.3588,0.4674,0.4056,0.2015
26,day,person,0.7094,0.5683,0.631,0.6157,0.319
26,day,rider,0.7654,0.3679,0.4969,0.4354,0.2306
26,day,traffic light,0.7545,0.5505,0.6366,0.6262,0.2638
26,day,traffic sign,0.7289,0.5499,0.6269,0.6172,0.3337
26,day,truck,0.6448,0.5128,0.5712,0.5531,0.4078
26,night,bike,0.5842,0.4405,0.5023,0.4546,0.2481
26,night,bus,0.5954,0.4725,0.5269,0.4756,0.3722
26,night,car,0.7486,0.6937,0.7201,0.7511,0.4324
26,night,motor,0.6203,0.3269,0.4282,0.3536,0.1668
26,night,person,0.6959,0.5094,0.5882,0.5717,0.2773
26,night,rider,0.6314,0.3944,0.4855,0.4284,0.2251
26,night,traffic light,0.6838,0.5321,0.5984,0.5665,0.1934
26,night,traffic sign,0.7356,0.608,0.6657,0.6799,0.3632
26,night,truck,0.6488,0.4823,0.5533,0.4926,0.3591
27,day,bike,0.5943,0.4164,0.4897,0.4557,0.2314
27,day,bus,0.6805,0.501,0.5772,0.5316,0.4157
27,day,car,0.799,0.7324,0.7643,0.7889,0.5172
27,day,motor,0.6068,0.4046,0.4855,0.4111,0.202
27,day,person,0.7067,0.5686,0.6302,0.615,0.3196
27,day,rider,0.7348,0.3732,0.495,0.4362,0.2289
27,day,traffic light,0.7561,0.5509,0.6374,0.6299,0.2662
27,day,traffic sign,0.704,0.5652,0.627,0.6164,0.3341
27,day,truck,0.6412,0.5235,0.5764,0.5506,0.4071
27,night,bike,0.5604,0.5,0.5285,0.4569,0.2476
27,night,bus,0.5812,0.4753,0.523,0.478,0.3748
27,night,car,0.7332,0.7011,0.7168,0.7502,0.4333
27,night,motor,0.5884,0.3849,0.4654,0.3833,0.1799
27,night,person,0.6971,0.5121,0.5904,0.5699,0.2759
27,night,rider,0.6047,0.4085,0.4876,0.4336,0.2231
27,night,traffic light,0.6849,0.5355,0.601,0.5694,0.193
27,night,traffic sign,0.7198,0.6253,0.6693,0.6787,0.3634
27,night,truck,0.6628,0.4697,0.5498,0.4931,0.3624
28,day,bike,0.5979,0.4235,0.4958,0.4678,0.2365
28,day,bus,0.7082,0.4974,0.5844,0.5337,0.4185
28,day,car,0.8043,0.7313,0.7661,0.7889,0.5184
28,day,motor,0.6451,0.3588,0.4611,0.404,0.2053
28,day,person,0.705,0.5697,0.6302,0.6185,0.3205
28,day,rider,0.7506,0.3886,0.5121,0.4574,0.2342
28,day,traffic light,0.7377,0.5624,0.6383,0.6272,0.2667
28,day,traffic sign,0.7019,0.5716,0.6301,0.6191,0.3343
28,day,truck,0.616,0.5441,0.5778,0.5556,0.4081
28,night,bike,0.6218,0.5,0.5543,0.4597,0.2472
28,night,bus,0.62,0.4815,0.542,0.4842,0.3804
28,night,car,0.7449,0.697,0.7202,0.7504,0.4334
28,night,motor,0.5909,0.3057,0.4029,0.3623,0.1636
28,night,person,0.698,0.4956,0.5796,0.5676,0.2773
28,night,rider,0.6439,0.3803,0.4782,0.4218,0.2087
28,night,traffic light,0.6846,0.5359,0.6012,0.5683,0.1939
28,night,traffic sign,0.7234,0.621,0.6683,0.6828,0.3635
28,night,truck,0.6488,0.4823,0.5533,0.5022,0.3673
29,day,bike,0.6029,0.4093,0.4876,0.4527,0.2321
29,day,bus,0.689,0.5052,0.5829,0.5353,0.4223
29,day,car,0.8057,0.7325,0.7673,0.7898,0.5182
29,day,motor,0.643,0.3664,0.4668,0.4173,0.2067
29,day,person,0.6909,0.5775,0.6291,0.6159,0.3192
29,day,rider,0.7396,0.3679,0.4914,0.4445,0.233
29,day,traffic light,0.7353,0.5597,0.6356,0.6261,0.2651
29,day,traffic sign,0.7116,0.5639,0.6292,0.6181,0.3339
29,day,truck,0.6308,0.5408,0.5824,0.5614,0.4111
29,night,bike,0.6132,0.4881,0.5435,0.4671,0.2591
29,night,bus,0.5814,0.463,0.5155,0.4694,0.365
29,night,car,0.7458,0.6976,0.7209,0.7511,0.433
29,night,motor,0.6013,0.3077,0.4071,0.3553,0.1645
29,night,person,0.6776,0.5147,0.5851,0.5691,0.2765
29,night,rider,0.669,0.3944,0.4962,0.4379,0.2195
29,night,traffic light,0.6798,0.5385,0.6009,0.5682,0.194
29,night,traffic sign,0.732,0.6148,0.6683,0.6822,0.3638
29,night,truck,0.6228,0.4878,0.5471,0.5058,0.3717
30,day,bike,0.6248,0.3971,0.4856,0.462,0.2362
30,day,bus,0.7384,0.4741,0.5775,0.5315,0.4177
30,day,car,0.8264,0.7219,0.7706,0.7902,0.518
30,day,motor,0.7018,0.3588,0.4748,0.4077,0.2052
30,day,person,0.7203,0.5583,0.629,0.6171,0.3188
30,day,rider,0.7559,0.3679,0.4949,0.4424,0.2322
30,day,traffic light,0.7744,0.5359,0.6335,0.6277,0.2656
30,day,traffic sign,0.7254,0.5525,0.6272,0.6176,0.3337
30,day,truck,0.6481,0.5251,0.5802,0.5561,0.4085
30,night,bike,0.577,0.4881,0.5288,0.4705,0.2523
30,night,bus,0.5891,0.4568,0.5146,0.4777,0.3704
30,night,car,0.7258,0.7053,0.7154,0.75,0.4323
30,night,motor,0.6317,0.3269,0.4309,0.363,0.1708
30,night,person,0.68,0.5168,0.5873,0.5704,0.2765
30,night,rider,0.6257,0.4003,0.4883,0.4313,0.2196
30,night,traffic light,0.6742,0.5434,0.6017,0.5671,0.1941
30,night,traffic sign,0.7166,0.6315,0.6714,0.6821,0.3643
30,night,truck,0.6422,0.476,0.5467,0.4975,0.3617
31,day,bike,0.6197,0.3943,0.482,0.457,0.2342
31,day,bus,0.669,0.5093,0.5783,0.5362,0.4186
31,day,car,0.8154,0.7257,0.7679,0.7884,0.5176
31,day,motor,0.6231,0.3511,0.4492,0.4018,0.1988
31,day,person,0.699,0.5691,0.6274,0.6144,0.3178
31,day,rider,0.7304,0.3679,0.4893,0.4382,0.2321
31,day,traffic light,0.7498,0.5501,0.6346,0.6257,0.2652
31,day,traffic sign,0.727,0.5549,0.6294,0.619,0.3333
31,day,truck,0.6449,0.5271,0.5801,0.5614,0.4112
31,night,bike,0.58,0.5,0.5371,0.4695,0.259
31,night,bus,0.5655,0.5123,0.5376,0.4882,0.383
31,night,car,0.7064,0.7165,0.7115,0.7492,0.4312
31,night,motor,0.5633,0.3462,0.4288,0.3563,0.1734
31,night,person,0.6523,0.5342,0.5874,0.5707,0.2759
31,night,rider,0.6003,0.4507,0.5149,0.4495,0.23
31,night,traffic light,0.6522,0.5655,0.6058,0.567,0.193
31,night,traffic sign,0.7046,0.6391,0.6703,0.6797,0.3622
31,night,truck,0.6324,0.4747,0.5424,0.4923,0.3591
32,day,bike,0.6142,0.3986,0.4834,0.462,0.2369
32,day,bus,0.7035,0.5031,0.5866,0.5324,0.419
32,day,car,0.8103,0.7288,0.7674,0.7889,0.5175
32,day,motor,0.6423,0.3511,0.4541,0.3934,0.1959
32,day,person,0.7042,0.5652,0.6271,0.6168,0.3192
32,day,rider,0.7317,0.3731,0.4942,0.4441,0.2367
32,day,traffic light,0.7499,0.5517,0.6357,0.6251,0.2656
32,day,traffic sign,0.7169,0.5575,0.6272,0.6157,0.3324
32,day,truck,0.6366,0.5408,0.5848,0.5556,0.4093
32,night,bike,0.6158,0.4762,0.5371,0.4645,0.2541
32,night,bus,0.5687,0.463,0.5104,0.4793,0.3702
32,night,car,0.7595,0.6905,0.7233,0.7502,0.4315
32,night,motor,0.5927,0.3079,0.4053,0.3643,0.1717
32,night,person,0.7143,0.4995,0.5879,0.5633,0.2754
32,night,rider,0.6809,0.3944,0.4994,0.4561,0.2235
32,night,traffic light,0.6958,0.5238,0.5977,0.5673,0.1945
32,night,traffic sign,0.7369,0.6089,0.6668,0.6785,0.3623
32,night,truck,0.6288,0.4722,0.5394,0.498,0.3599
33,day,bike,0.6028,0.4057,0.485,0.4607,0.2386
33,day,bus,0.6912,0.4948,0.5767,0.5335,0.4195
33,day,car,0.7972,0.7352,0.7649,0.788,0.5174
33,day,motor,0.6358,0.374,0.471,0.4068,0.2032
33,day,person,0.6839,0.5752,0.6249,0.6164,0.319
33,day,rider,0.6385,0.4041,0.495,0.4464,0.2342
33,day,traffic light,0.7402,0.5597,0.6374,0.626,0.2658
33,day,traffic sign,0.6986,0.5758,0.6313,0.6174,0.3333
33,day,truck,0.6048,0.554,0.5783,0.5595,0.4104
33,night,bike,0.601,0.5,0.5459,0.451,0.2468
33,night,bus,0.5672,0.4692,0.5136,0.4719,0.3676
33,night,car,0.7347,0.7036,0.7188,0.7488,0.4311
33,night,motor,0.6204,0.3462,0.4444,0.3626,0.1718
33,night,person,0.6863,0.5134,0.5874,0.5687,0.2743
33,night,rider,0.5651,0.4366,0.4926,0.4511,0.2201
33,night,traffic light,0.6799,0.5365,0.5997,0.5633,0.1924
33,night,traffic sign,0.719,0.6248,0.6686,0.6777,0.3615
33,night,truck,0.6224,0.5025,0.5561,0.5016,0.3624
34,day,bike,0.5806,0.4164,0.485,0.4575,0.2335
34,day,bus,0.7187,0.4783,0.5743,0.5328,0.416
34,day,car,0.8153,0.7279,0.7691,0.789,0.5176
34,day,motor,0.6131,0.3588,0.4527,0.3987,0.2008
34,day,person,0.7117,0.5627,0.6285,0.6131,0.3163
34,day,rider,0.6897,0.399,0.5055,0.4468,0.2333
34,day,traffic light,0.7583,0.5437,0.6333,0.6264,0.2656
34,day,traffic sign,0.7168,0.5572,0.627,0.6145,0.3307
34,day,truck,0.6502,0.5225,0.5794,0.5547,0.409
34,night,bike,0.5485,0.5119,0.5296,0.4525,0.2464
34,night,bus,0.5788,0.463,0.5144,0.4766,0.3725
34,night,car,0.7428,0.7007,0.7212,0.7493,0.431
34,night,motor,0.58,0.3269,0.4182,0.361,0.1677
34,night,person,0.689,0.502,0.5808,0.5606,0.2716
34,night,rider,0.6099,0.4507,0.5184,0.4516,0.2268
34,night,traffic light,0.6827,0.534,0.5993,0.5645,0.1925
34,night,traffic sign,0.7273,0.6165,0.6674,0.6766,0.3609
34,night,truck,0.6424,0.4673,0.541,0.4981,0.3618
35,day,bike,0.6219,0.4057,0.491,0.4575,0.237
35,day,bus,0.7261,0.4783,0.5767,0.5326,0.4193
35,day,car,0.8373,0.7127,0.77,0.7896,0.5186
35,day,motor,0.632,0.3588,0.4577,0.4043,0.2024
35,day,person,0.7386,0.55,0.6305,0.618,0.3178
35,day,rider,0.7484,0.3731,0.4979,0.4476,0.2364
35,day,traffic light,0.7752,0.5369,0.6344,0.6293,0.2664
35,day,traffic sign,0.7326,0.5443,0.6246,0.6139,0.3314
35,day,truck,0.6382,0.5218,0.5742,0.5563,0.4077
35,night,bike,0.5631,0.5,0.5297,0.447,0.249
35,night,bus,0.5584,0.4753,0.5135,0.472,0.3682
35,night,car,0.7286,0.7067,0.7175,0.7499,0.4314
35,night,motor,0.5999,0.3461,0.4389,0.374,0.1664
35,night,person,0.6726,0.5094,0.5797,0.5621,0.2715
35,night,rider,0.6157,0.4366,0.5109,0.4474,0.2316
35,night,traffic light,0.6658,0.5515,0.6033,0.5666,0.1931
35,night,traffic sign,0.7091,0.6329,0.6688,0.6757,0.361
35,night,truck,0.6203,0.5051,0.5568,0.5088,0.3674
36,day,bike,0.6335,0.4128,0.4999,0.4538,0.2359
36,day,bus,0.708,0.4969,0.5839,0.5324,0.4174
36,day,car,0.8182,0.7254,0.769,0.7899,0.5184
36,day,motor,0.6375,0.3588,0.4591,0.4151,0.2093
36,day,person,0.7183,0.558,0.6281,0.6144,0.3162
36,day,rider,0.6975,0.3731,0.4861,0.4355,0.2349
36,day,traffic light,0.7563,0.5457,0.634,0.6274,0.265
36,day,traffic sign,0.7206,0.5527,0.6256,0.6147,0.3317
36,day,truck,0.6316,0.5414,0.583,0.5572,0.4081
36,night,bike,0.5812,0.5,0.5375,0.4434,0.2394
36,night,bus,0.558,0.463,0.5061,0.4755,0.3712
36,night,car,0.7338,0.7017,0.7174,0.7481,0.4307
36,night,motor,0.663,0.3462,0.4548,0.352,0.1572
36,night,person,0.6926,0.5007,0.5812,0.5642,0.2725
36,night,rider,0.5794,0.4268,0.4915,0.4386,0.2214
36,night,traffic light,0.6795,0.5394,0.6014,0.5647,0.1933
36,night,traffic sign,0.7203,0.6181,0.6653,0.6768,0.3611
36,night,truck,0.6212,0.5051,0.5571,0.5131,0.3708
37,day,bike,0.6262,0.4057,0.4924,0.4543,0.2342
37,day,bus,0.6968,0.4853,0.5722,0.5374,0.4204
37,day,car,0.8329,0.7159,0.77,0.7892,0.5182
37,day,motor,0.6719,0.3511,0.4612,0.3973,0.2048
37,day,person,0.7302,0.5523,0.629,0.6163,0.3177
37,day,rider,0.7696,0.3679,0.4978,0.4338,0.2351
37,day,traffic light,0.7657,0.5383,0.6322,0.6259,0.2646
37,day,traffic sign,0.7305,0.5483,0.6264,0.6143,0.3314
37,day,truck,0.6513,0.5276,0.583,0.5581,0.4065
37,night,bike,0.5985,0.4969,0.543,0.4439,0.2402
37,night,bus,0.5707,0.5062,0.5365,0.472,0.3729
37,night,car,0.7329,0.7036,0.718,0.7488,0.4309
37,night,motor,0.6233,0.3184,0.4215,0.35,0.1565
37,night,person,0.6795,0.508,0.5814,0.5651,0.2722
37,night,rider,0.5931,0.4085,0.4837,0.4218,0.2181
37,night,traffic light,0.674,0.5436,0.6018,0.5629,0.1924
37,night,traffic sign,0.7142,0.6287,0.6687,0.6775,0.3615
37,night,truck,0.6214,0.4924,0.5494,0.5026,0.3664
