epoch,time_of_day,class_name,precision,recall,f1,ap50,ap50_95
25,day,motor,0.5463,0.2672,0.3588,0.3163,0.1618
25,day,person,0.6858,0.4917,0.5727,0.5438,0.2655
25,day,rider,0.653,0.3316,0.4399,0.3721,0.1939
25,day,traffic light,0.7136,0.4491,0.5513,0.5279,0.2143
25,day,traffic sign,0.7154,0.463,0.5622,0.5341,0.2795
25,day,truck,0.6385,0.4955,0.5579,0.5058,0.3591
25,night,bike,0.5343,0.3929,0.4528,0.4283,0.2376
25,night,bus,0.6081,0.4074,0.4879,0.4271,0.3328
25,night,car,0.7263,0.6605,0.6918,0.7179,0.4081
25,night,motor,0.636,0.3269,0.4319,0.3764,0.1707
25,night,person,0.6454,0.4551,0.5338,0.5075,0.2368
25,night,rider,0.5486,0.3099,0.396,0.2946,0.1589
25,night,traffic light,0.6573,0.4676,0.5464,0.5053,0.1658
25,night,traffic sign,0.7253,0.553,0.6276,0.6235,0.3217
25,night,truck,0.6227,0.4419,0.517,0.4755,0.3383
26,day,bike,0.5884,0.3808,0.4624,0.4138,0.2035
26,day,bus,0.6158,0.472,0.5344,0.4978,0.391
26,day,car,0.7713,0.6888,0.7277,0.7451,0.4793
26,day,motor,0.5794,0.2944,0.3904,0.3354,0.1673
26,day,person,0.6746,0.4939,0.5703,0.5492,0.2652
26,day,rider,0.6501,0.3316,0.4392,0.3688,0.1934
26,day,traffic light,0.6889,0.4697,0.5586,0.5282,0.2139
26,day,traffic sign,0.6832,0.481,0.5646,0.532,0.2793
26,day,truck,0.6028,0.5018,0.5477,0.4989,0.3552
26,night,bike,0.5328,0.3929,0.4522,0.4361,0.2392
26,night,bus,0.4984,0.4321,0.4629,0.4373,0.3441
26,night,car,0.6957,0.6752,0.6853,0.7181,0.408
26,night,motor,0.6484,0.3193,0.4279,0.3719,0.1645
26,night,person,0.6422,0.4544,0.5322,0.5021,0.2345
26,night,rider,0.5343,0.3239,0.4034,0.3025,0.162
26,night,traffic light,0.6338,0.4921,0.5541,0.5069,0.1654
26,night,traffic sign,0.6875,0.575,0.6262,0.6218,0.3202
26,night,truck,0.612,0.4621,0.5266,0.462,0.3296
27,day,bike,0.6235,0.3808,0.4728,0.4214,0.2062
27,day,bus,0.6253,0.4472,0.5215,0.4901,0.3811
27,day,car,0.7706,0.6883,0.7271,0.7437,0.4792
27,day,motor,0.5754,0.2977,0.3924,0.325,0.1642
27,day,person,0.66,0.5028,0.5708,0.5482,0.2667
27,day,rider,0.6457,0.3368,0.4427,0.3682,0.1966
27,day,traffic light,0.6826,0.4723,0.5583,0.529,0.2141
27,day,traffic sign,0.6845,0.4794,0.5639,0.5313,0.2781
27,day,truck,0.618,0.4988,0.552,0.4984,0.355
27,night,bike,0.5749,0.3929,0.4667,0.4277,0.233
27,night,bus,0.5301,0.4136,0.4646,0.4378,0.344
27,night,car,0.6967,0.6742,0.6853,0.7176,0.4082
27,night,motor,0.6019,0.3462,0.4395,0.3713,0.1634
27,night,person,0.624,0.4672,0.5343,0.5098,0.2384
27,night,rider,0.5445,0.3199,0.4031,0.3155,0.1639
27,night,traffic light,0.6301,0.4949,0.5544,0.5034,0.165
27,night,traffic sign,0.6808,0.583,0.6281,0.6227,0.3193
27,night,truck,0.6124,0.452,0.5201,0.4661,0.3359
28,day,bike,0.5664,0.3986,0.4679,0.4148,0.2027
28,day,bus,0.6402,0.47,0.542,0.5026,0.3947
28,day,car,0.7627,0.691,0.7251,0.7447,0.4796
28,day,motor,0.5083,0.2762,0.3579,0.3163,0.1588
28,day,person,0.6613,0.5039,0.572,0.5511,0.2676
28,day,rider,0.6613,0.3264,0.4371,0.371,0.198
28,day,traffic light,0.6888,0.4673,0.5568,0.5289,0.2154
28,day,traffic sign,0.6884,0.4767,0.5633,0.5334,0.2792
28,day,truck,0.6093,0.493,0.545,0.4918,0.3503
28,night,bike,0.5691,0.3929,0.4648,0.4311,0.2346
28,night,bus,0.5393,0.4198,0.4721,0.4416,0.3456
28,night,car,0.7095,0.671,0.6897,0.718,0.4086
28,night,motor,0.5864,0.3077,0.4036,0.356,0.1533
28,night,person,0.6505,0.4538,0.5346,0.5029,0.2365
28,night,rider,0.5793,0.2817,0.3791,0.2972,0.1698
28,night,traffic light,0.6468,0.4772,0.5492,0.5031,0.1649
28,night,traffic sign,0.7118,0.5599,0.6267,0.6247,0.3212
28,night,truck,0.6299,0.4419,0.5194,0.4752,0.3426
29,day,bike,0.6279,0.3783,0.4722,0.4171,0.2024
29,day,bus,0.6798,0.4306,0.5273,0.4918,0.3885
29,day,car,0.7674,0.6901,0.7267,0.7446,0.4798
29,day,motor,0.5447,0.2901,0.3785,0.3227,0.1609
29,day,person,0.6746,0.4956,0.5714,0.5489,0.2663
29,day,rider,0.6704,0.3264,0.4391,0.3647,0.1908
29,day,traffic light,0.703,0.4681,0.562,0.5319,0.2144
29,day,traffic sign,0.694,0.4729,0.5625,0.5308,0.278
29,day,truck,0.6051,0.4963,0.5453,0.497,0.3522
29,night,bike,0.519,0.3571,0.4231,0.409,0.2292
29,night,bus,0.5755,0.4184,0.4846,0.445,0.3498
29,night,car,0.6905,0.6784,0.6844,0.7166,0.4078
29,night,motor,0.6514,0.3594,0.4632,0.3766,0.1646
29,night,person,0.6327,0.4638,0.5352,0.5028,0.2368
29,night,rider,0.5763,0.3099,0.403,0.3229,0.1735
29,night,traffic light,0.6394,0.4969,0.5592,0.5078,0.1649
29,night,traffic sign,0.6936,0.5731,0.6276,0.6225,0.3204
29,night,truck,0.6103,0.4672,0.5292,0.4721,0.3364
30,day,bike,0.6198,0.3879,0.4772,0.4164,0.2027
30,day,bus,0.6602,0.4286,0.5198,0.4805,0.3776
30,day,car,0.7667,0.69,0.7263,0.7448,0.4792
30,day,motor,0.5873,0.2933,0.3912,0.3318,0.1634
30,day,person,0.6694,0.4986,0.5715,0.5487,0.2678
30,day,rider,0.6831,0.3264,0.4418,0.3638,0.1961
30,day,traffic light,0.6834,0.4725,0.5588,0.5304,0.2151
30,day,traffic sign,0.687,0.4799,0.5651,0.5339,0.2796
30,day,truck,0.5963,0.507,0.548,0.5005,0.3543
30,night,bike,0.5697,0.3784,0.4547,0.4136,0.2342
30,night,bus,0.5702,0.4259,0.4876,0.4452,0.3535
30,night,car,0.6893,0.6786,0.6839,0.7175,0.4077
30,night,motor,0.5936,0.3269,0.4216,0.3739,0.1666
30,night,person,0.6235,0.4685,0.535,0.5025,0.2346
30,night,rider,0.57,0.3099,0.4015,0.3255,0.1703
30,night,traffic light,0.6335,0.502,0.5601,0.5109,0.1669
30,night,traffic sign,0.6944,0.5778,0.6307,0.6252,0.321
30,night,truck,0.5936,0.45,0.512,0.4725,0.3397
31,day,bike,0.6165,0.3701,0.4625,0.406,0.2026
31,day,bus,0.6513,0.4408,0.5258,0.4891,0.3858
31,day,car,0.7731,0.6883,0.7282,0.7436,0.4788
31,day,motor,0.5523,0.2977,0.3869,0.3156,0.157
31,day,person,0.6804,0.4931,0.5718,0.5472,0.2674
31,day,rider,0.6801,0.3305,0.4448,0.3594,0.1938
31,day,traffic light,0.7033,0.4645,0.5595,0.5298,0.2146
31,day,traffic sign,0.6989,0.4704,0.5623,0.5309,0.2779
31,day,truck,0.6215,0.4847,0.5447,0.4917,0.3494
31,night,bike,0.5427,0.3571,0.4308,0.4219,0.234
31,night,bus,0.582,0.4444,0.504,0.4531,0.3572
31,night,car,0.7357,0.6579,0.6946,0.7181,0.4075
31,night,motor,0.5937,0.3462,0.4373,0.3728,0.1697
31,night,person,0.6696,0.445,0.5347,0.503,0.2359
31,night,rider,0.5958,0.2958,0.3953,0.322,0.1665
31,night,traffic light,0.6662,0.4602,0.5443,0.5102,0.166
31,night,traffic sign,0.7314,0.5494,0.6275,0.6246,0.3202
31,night,truck,0.6355,0.4217,0.507,0.4617,0.3292
32,day,bike,0.6347,0.3737,0.4704,0.4103,0.205
32,day,bus,0.6423,0.4679,0.5414,0.494,0.3875
32,day,car,0.7909,0.6813,0.732,0.7462,0.4797
32,day,motor,0.5543,0.2824,0.3742,0.3239,0.1709
32,day,person,0.6952,0.4892,0.5743,0.5528,0.2675
32,day,rider,0.6693,0.3212,0.4341,0.3606,0.1919
32,day,traffic light,0.7127,0.4601,0.5592,0.5342,0.216
32,day,traffic sign,0.7077,0.4654,0.5615,0.5323,0.2783
32,day,truck,0.6289,0.4863,0.5485,0.4939,0.3517
32,night,bike,0.5621,0.381,0.4541,0.4189,0.2345
32,night,bus,0.53,0.4444,0.4834,0.4542,0.358
32,night,car,0.7369,0.654,0.693,0.7171,0.4078
32,night,motor,0.6332,0.3462,0.4476,0.3737,0.1627
32,night,person,0.6669,0.443,0.5324,0.5035,0.2336
32,night,rider,0.588,0.3099,0.4058,0.3085,0.1692
32,night,traffic light,0.6624,0.4668,0.5476,0.5092,0.1659
32,night,traffic sign,0.7274,0.5544,0.6292,0.6246,0.321
32,night,truck,0.6157,0.4328,0.5083,0.4627,0.3282
33,day,bike,0.6185,0.3772,0.4686,0.4147,0.2034
33,day,bus,0.6784,0.4493,0.5406,0.4957,0.3866
33,day,car,0.8003,0.6753,0.7325,0.7464,0.4796
33,day,motor,0.6031,0.2901,0.3917,0.3306,0.1688
33,day,person,0.7206,0.4764,0.5736,0.5468,0.2668
33,day,rider,0.659,0.3161,0.4272,0.3573,0.1914
33,day,traffic light,0.733,0.4451,0.5539,0.5323,0.216
33,day,traffic sign,0.7317,0.4514,0.5584,0.5328,0.2789
33,day,truck,0.6204,0.4946,0.5504,0.4965,0.3507
33,night,bike,0.5413,0.3929,0.4553,0.4226,0.2341
33,night,bus,0.5505,0.4259,0.4803,0.4421,0.3475
33,night,car,0.7147,0.6648,0.6888,0.7179,0.4076
33,night,motor,0.5876,0.3269,0.4201,0.3574,0.1634
33,night,person,0.6508,0.4491,0.5314,0.5058,0.236
33,night,rider,0.5917,0.3099,0.4067,0.3164,0.1709
33,night,traffic light,0.6546,0.478,0.5525,0.5087,0.1663
33,night,traffic sign,0.7171,0.5618,0.63,0.6237,0.3214
33,night,truck,0.5898,0.4571,0.515,0.4713,0.3362
34,day,bike,0.5956,0.3878,0.4697,0.414,0.2027
34,day,bus,0.6364,0.4617,0.5352,0.4903,0.3851
34,day,car,0.777,0.6858,0.7285,0.7444,0.4797
34,day,motor,0.5502,0.2824,0.3733,0.3165,0.1636
34,day,person,0.6698,0.4967,0.5704,0.5502,0.2666
34,day,rider,0.6475,0.3236,0.4315,0.3618,0.1929
34,day,traffic light,0.6918,0.4699,0.5597,0.5346,0.2156
34,day,traffic sign,0.6943,0.4733,0.5629,0.5329,0.2787
34,day,truck,0.6186,0.4897,0.5466,0.4912,0.3485
34,night,bike,0.5233,0.4048,0.4565,0.4219,0.2347
34,night,bus,0.555,0.4542,0.4996,0.4586,0.3612
34,night,car,0.715,0.6648,0.689,0.7181,0.408
34,night,motor,0.5552,0.3269,0.4115,0.3404,0.1548
34,night,person,0.639,0.4551,0.5316,0.5026,0.2362
34,night,rider,0.5797,0.2915,0.3879,0.2954,0.1635
34,night,traffic light,0.6452,0.4876,0.5554,0.5108,0.1663
34,night,traffic sign,0.7131,0.5644,0.6301,0.6268,0.321
34,night,truck,0.5934,0.4444,0.5082,0.465,0.3324
35,day,bike,0.5892,0.3808,0.4626,0.4088,0.2026
35,day,bus,0.6628,0.4513,0.537,0.4903,0.3843
35,day,car,0.7794,0.6835,0.7283,0.7434,0.4794
35,day,motor,0.5422,0.2901,0.378,0.316,0.1609
35,day,person,0.6907,0.486,0.5705,0.547,0.2651
35,day,rider,0.6508,0.3316,0.4394,0.363,0.1892
35,day,traffic light,0.6974,0.4706,0.5619,0.535,0.2158
35,day,traffic sign,0.7086,0.4662,0.5624,0.5338,0.2781
35,day,truck,0.6079,0.5009,0.5492,0.4956,0.3521
35,night,bike,0.5282,0.3929,0.4506,0.4293,0.2371
35,night,bus,0.5835,0.4383,0.5006,0.4517,0.3569
35,night,car,0.7297,0.6571,0.6915,0.7164,0.4076
35,night,motor,0.5813,0.3269,0.4185,0.3557,0.1621
35,night,person,0.6638,0.4363,0.5266,0.5033,0.236
35,night,rider,0.5247,0.2958,0.3783,0.3018,0.1654
35,night,traffic light,0.6547,0.4826,0.5556,0.5123,0.1662
35,night,traffic sign,0.7249,0.5553,0.6288,0.6251,0.3209
35,night,truck,0.6038,0.4464,0.5133,0.4697,0.3385
36,day,bike,0.5997,0.3879,0.4711,0.4097,0.2015
36,day,bus,0.6462,0.4617,0.5386,0.4972,0.387
36,day,car,0.7736,0.6882,0.7284,0.7447,0.4792
36,day,motor,0.5812,0.2977,0.3937,0.331,0.1679
36,day,person,0.6689,0.4981,0.571,0.5482,0.2666
36,day,rider,0.6659,0.3264,0.4381,0.3648,0.1908
36,day,traffic light,0.7061,0.4645,0.5604,0.533,0.2154
36,day,traffic sign,0.6968,0.4738,0.564,0.5328,0.2782
36,day,truck,0.6169,0.4922,0.5475,0.4932,0.3502
36,night,bike,0.5245,0.381,0.4414,0.4244,0.235
36,night,bus,0.5552,0.4383,0.4898,0.4593,0.3606
36,night,car,0.6999,0.6737,0.6866,0.7176,0.4083
36,night,motor,0.5636,0.3269,0.4138,0.3456,0.16
36,night,person,0.6315,0.4665,0.5366,0.506,0.2352
36,night,rider,0.5461,0.2817,0.3717,0.2983,0.1581
36,night,traffic light,0.6459,0.4907,0.5577,0.5085,0.1655
36,night,traffic sign,0.7061,0.5721,0.6321,0.6245,0.321
36,night,truck,0.6107,0.447,0.5162,0.4732,0.3394
37,day,bike,0.5886,0.3915,0.4702,0.4146,0.2047
37,day,bus,0.652,0.4534,0.5349,0.4946,0.3877
37,day,car,0.7711,0.6884,0.7274,0.7442,0.4788
37,day,motor,0.6061,0.3053,0.4061,0.3367,0.1657
37,day,person,0.6758,0.4967,0.5725,0.5491,0.2662
37,day,rider,0.6551,0.3248,0.4343,0.3689,0.1924
37,day,traffic light,0.6882,0.4725,0.5603,0.5323,0.2149
37,day,traffic sign,0.6938,0.4779,0.566,0.5327,0.278
37,day,truck,0.6171,0.4897,0.546,0.4897,0.3478
37,night,bike,0.5251,0.3949,0.4508,0.4274,0.2367
37,night,bus,0.5601,0.4444,0.4956,0.4591,0.3641
37,night,car,0.7046,0.6713,0.6875,0.7166,0.4077
37,night,motor,0.5471,0.3269,0.4093,0.3453,0.1618
37,night,person,0.6392,0.4551,0.5317,0.5057,0.2346
37,night,rider,0.5343,0.3099,0.3923,0.3071,0.1668
37,night,traffic light,0.6421,0.4892,0.5553,0.5056,0.1644
37,night,traffic sign,0.7079,0.5671,0.6297,0.6225,0.3195
37,night,truck,0.5956,0.4426,0.5078,0.4686,0.3352
38,day,bike,0.5927,0.395,0.4741,0.4154,0.2009
38,day,bus,0.6683,0.4493,0.5373,0.4913,0.3863
38,day,car,0.7775,0.6862,0.729,0.745,0.479
38,day,motor,0.5867,0.2925,0.3904,0.3271,0.1667
38,day,person,0.677,0.4967,0.573,0.5508,0.2666
38,day,rider,0.6541,0.3264,0.4355,0.3685,0.1944
38,day,traffic light,0.7074,0.4647,0.561,0.5341,0.2159
38,day,traffic sign,0.7012,0.4707,0.5633,0.5329,0.2782
38,day,truck,0.5903,0.5012,0.5421,0.494,0.3501
38,night,bike,0.4862,0.4048,0.4417,0.4263,0.2345
38,night,bus,0.5475,0.4321,0.483,0.4472,0.3526
38,night,car,0.701,0.6718,0.6861,0.7172,0.4074
38,night,motor,0.5462,0.3269,0.409,0.3495,0.1651
38,night,person,0.6419,0.4637,0.5384,0.505,0.2346
38,night,rider,0.5288,0.3099,0.3908,0.3021,0.1651
38,night,traffic light,0.6412,0.4881,0.5542,0.5076,0.1649
38,night,traffic sign,0.7049,0.5696,0.6301,0.6254,0.3209
38,night,truck,0.5801,0.4596,0.5128,0.4669,0.3327
39,day,bike,0.5958,0.3808,0.4646,0.4113,0.2024
39,day,bus,0.6388,0.47,0.5415,0.4986,0.3891
39,day,car,0.789,0.6794,0.7301,0.746,0.4796
39,day,motor,0.5954,0.2901,0.3901,0.3298,0.1692
39,day,person,0.691,0.4897,0.5732,0.551,0.267
39,day,rider,0.6515,0.3212,0.4303,0.3572,0.1892
39,day,traffic light,0.72,0.4602,0.5615,0.5341,0.2162
39,day,traffic sign,0.7134,0.4645,0.5627,0.5339,0.2787
39,day,truck,0.6116,0.4894,0.5437,0.4935,0.3493
39,night,bike,0.4929,0.3929,0.4372,0.413,0.2333
39,night,bus,0.5501,0.4528,0.4967,0.4629,0.3646
39,night,car,0.711,0.6687,0.6892,0.7186,0.4083
39,night,motor,0.5654,0.3269,0.4143,0.3604,0.1643
39,night,person,0.6385,0.4538,0.5305,0.5043,0.2357
39,night,rider,0.5331,0.2817,0.3686,0.3077,0.1661
39,night,traffic light,0.6467,0.4889,0.5568,0.5067,0.1655
39,night,traffic sign,0.7107,0.5668,0.6307,0.6241,0.3212
39,night,truck,0.6018,0.4545,0.5179,0.4681,0.3355
